k_star_approve_pct,cutoff_pd_star,profit_at_kstar,profit_at_youden,approve_pct_youden,cutoff_gap,profit_uplift,profit_uplift_pct,category,pd_variant,pd_variant_gini,op_cost_annual,anchor,mean_profit,share_profit_gt_0
99.25500179611727,0.24115649957231752,64005254.47935589,46254338.05153088,79.5929842097865,19.662017586330776,17750916.427825004,0.38376760268516047,approve_all,raw,0.8044304112874339,0.0,realistic_central_boundary,997.6823893927665,0.9675605603885861
96.3343589423212,0.17058381391839214,69726500.49715763,61672347.97974006,79.5929842097865,16.74137473253471,8054152.517417572,0.13059584694364865,interior,raw,0.8044304112874339,0.0,moderate_interior,1061.4110813516647,0.9562372124260078
84.89855842066628,0.07647511550153686,30788305.175141294,30332457.26777997,79.5929842097865,5.305574210879783,455847.9073613249,0.015028387029017263,interior,raw,0.8044304112874339,0.0,adverse_stress,304.52520424545867,0.6726537242100988
98.73803239258437,0.20824252411615796,41287322.933959015,27781131.110375047,79.5929842097865,19.14504818279788,13506191.823583968,0.48616421591775977,interior,raw,0.8044304112874339,0.02,realistic_central_boundary,640.3574353030119,0.8737720024364721
94.87716119761976,0.1274138518232691,47805761.49549435,43257996.13487376,79.5929842097865,15.284176987833263,4547765.360620588,0.10513120733658458,interior,raw,0.8044304112874339,0.02,moderate_interior,708.0552382229395,0.9283271119996251
74.72472550642698,0.038790972114036364,12223377.762969423,12035107.826811817,79.5929842097865,-4.8682587033595155,188269.93615760654,0.01564339421522911,interior,raw,0.8044304112874339,0.02,adverse_stress,-41.34397282597252,0.4816249394786574
97.74001593077921,0.16338205122754543,18698210.033764847,9307924.16921921,79.5929842097865,18.147031720992715,9390285.864545636,1.0088485567597114,interior,raw,0.8044304112874339,0.04,realistic_central_boundary,283.0324812132575,0.5281209489746513
90.97099661080482,0.07740256182604653,26343896.784029625,24843644.290007465,79.5929842097865,11.378012401018324,1500252.4940221608,0.06038777872156171,interior,raw,0.8044304112874339,0.04,moderate_interior,354.69939509421414,0.804582441782373
0.3108063785590454,0.00015889852053214244,5010.175109730451,-6262241.614156337,79.5929842097865,-79.28217783122744,6267251.789266068,1.0008000609715224,reject_most,raw,0.8044304112874339,0.04,adverse_stress,-387.2131498974038,0.19249691536383087
96.15318537491996,0.23813635961796364,56829319.538275346,34604803.843679085,71.35271057522607,24.800474799693887,22224515.69459626,0.6422378752670141,interior,gini_60,0.6029580977891289,0.0,realistic_central_boundary,817.606575716336,0.9332469114592281
92.68433629562529,0.17173773381082802,67896069.59373926,56804537.461169794,71.35271057522607,21.331625720399217,11091532.132569462,0.19525785488793682,interior,gini_60,0.6029580977891289,0.0,moderate_interior,926.1339021000157,0.9183469473815734
82.04195105189999,0.0767258121003036,31719257.23597735,30069621.704039127,71.35271057522607,10.689240476673916,1649635.531938225,0.05486053493372138,interior,gini_60,0.6029580977891289,0.0,adverse_stress,118.6537143203041,0.661752073344058
95.59248442063505,0.20710147938164541,34815119.27298375,17953062.317689866,71.35271057522607,24.239773845408976,16862056.955293886,0.9392301244718029,interior,gini_60,0.6029580977891289,0.02,realistic_central_boundary,466.7223577488095,0.8276820716260328
90.81168881877957,0.1260596730729432,46805711.56213054,40179112.58341453,71.35271057522607,19.458978243553503,6626598.978716008,0.16492646434036454,interior,gini_60,0.6029580977891289,0.02,moderate_interior,580.6422543803022,0.889827728926859
74.10311274930889,0.03843511520211477,13549802.933270546,13496640.52587843,71.35271057522607,2.750402174082822,53162.40739211626,0.003938936307163458,interior,gini_60,0.6029580977891289,0.02,adverse_stress,-218.19720040638248,0.4906211442047886
94.70067315351336,0.16935379375987084,12943063.948620344,1301320.7917006442,71.35271057522607,23.347962578287294,11641743.1569197,8.946097865466031,interior,gini_60,0.6029580977891289,0.04,realistic_central_boundary,115.83813978128299,0.43909600637231166
86.80869008387087,0.07622637548009338,26225111.91614359,23553687.705659263,71.35271057522607,15.455979508644802,2671424.210484326,0.11341851194887248,interior,gini_60,0.6029580977891289,0.04,moderate_interior,235.15060666058878,0.7758445655738985
0.07965389601261967,2.538010129610149e-06,4445.654337580982,-3076340.652282266,71.35271057522607,-71.27305667921345,3080786.3066198467,1.001445111201935,reject_most,gini_60,0.6029580977891289,0.04,adverse_stress,-555.048115133069,0.21256657347681446
96.2172208599497,0.24173403699718532,49274187.1338706,26053463.878091782,63.41543411373327,32.801786746216436,23220723.25577882,0.8912720152848851,interior,gini_45,0.4455860443627717,0.0,realistic_central_boundary,679.5450911509986,0.9276086650944133
93.96036047292549,0.17193805418403194,72112111.71562839,51623540.45581674,63.41543411373327,30.544926359192218,20488571.259811647,0.39688427176642965,interior,gini_45,0.4455860443627717,0.0,moderate_interior,985.4084614488468,0.934433910693926
87.88636044168867,0.07801661330242753,36882426.08117665,28948605.826852188,63.41543411373327,24.470926327955397,7933820.254324466,0.27406571155026754,interior,gini_45,0.4455860443627717,0.0,adverse_stress,254.65509186427985,0.7233979414934325
95.83300794977119,0.2065167616095804,27057043.690677658,11195811.98540261,63.41543411373327,32.41757383603792,15861231.705275048,1.4167111528806784,interior,gini_45,0.4455860443627717,0.02,realistic_central_boundary,326.84034802310174,0.8003186155840505
92.79835069580021,0.12791436470153766,50474896.036930874,36768560.86670287,63.41543411373327,29.38291658206694,13706335.170228004,0.37277322927915524,interior,gini_45,0.4455860443627717,0.02,moderate_interior,636.4321643699635,0.9169725272150812
83.22895028659784,0.037411827196049435,16904086.61125467,14098968.225730645,63.41543411373327,19.813516172864567,2805118.385524025,0.1989591252787334,interior,gini_45,0.4455860443627717,0.02,adverse_stress,-88.71641238209467,0.5615131116560201
95.1645399597045,0.16546119866645562,4936174.103185708,-3661839.907286563,63.41543411373327,31.74910584597123,8598014.010472272,2.3480037981353017,interior,gini_45,0.4455860443627717,0.04,realistic_central_boundary,-25.86439510479521,0.3202555172036797
90.4227903853062,0.0761569655696831,29156664.674025103,21913581.277588993,63.41543411373327,27.00735627157293,7243083.39643611,0.3305294239533365,interior,gini_45,0.4455860443627717,0.04,moderate_interior,287.45586729108027,0.8196385899698565
0.12182360566635951,2.390507825823421e-08,5319.110231669507,-750669.3753908977,63.41543411373327,-63.29361050806691,755988.4856225672,1.0070858228749504,reject_most,gini_45,0.4455860443627717,0.04,adverse_stress,-432.0879166284692,0.26645009136770426
96.00324862948443,0.24194384359400517,44999830.93931786,24329956.34306155,59.11880925234667,36.88443937713776,20669874.59625631,0.8495648041781616,interior,gini_30,0.30268626809732213,0.0,realistic_central_boundary,590.2977281985989,0.9221578396613929
94.41017070923205,0.1716241934879124,74420564.23875248,48192946.28260699,59.11880925234667,35.291361456885376,26227617.956145495,0.5442210941481936,interior,gini_30,0.30268626809732213,0.0,moderate_interior,1006.8718769282742,0.9414153404032674
90.72110203507896,0.07602079499248854,39867678.00864603,27190940.963017676,59.11880925234667,31.602292782732285,12676737.045628358,0.46621178218399845,interior,gini_30,0.30268626809732213,0.0,adverse_stress,318.1031564769103,0.7563215518453152
95.66745279335281,0.20486961787803773,22711172.119592074,10487319.743249314,59.11880925234667,36.548643541006136,12223852.37634276,1.1655840267682553,interior,gini_30,0.30268626809732213,0.02,realistic_central_boundary,237.20672841508193,0.7802021022381183
93.69640932731504,0.12658783151787123,52517012.57342632,34350432.97892042,59.11880925234667,34.577600074968366,18166579.5945059,0.5288602797424431,interior,gini_30,0.30268626809732213,0.02,moderate_interior,656.517218434468,0.9310915707435925
88.39552063973011,0.03956665343225426,18910118.18832343,13348674.243646204,59.11880925234667,29.276711387383436,5561443.944677226,0.4166289358154351,interior,gini_30,0.30268626809732213,0.02,adverse_stress,-28.415372491254256,0.6017773751698502
95.30822934074688,0.17146850501251795,489243.5686955155,-3355316.856562921,59.11880925234667,36.189420088400205,3844560.4252584362,1.1458114358822973,interior,gini_30,0.30268626809732213,0.04,realistic_central_boundary,-115.88427136843488,0.2545957174317085
92.42663251440798,0.07934173315552079,30799207.558648624,20507919.67523385,59.11880925234667,33.30782326206131,10291287.883414775,0.5018201771017725,interior,gini_30,0.30268626809732213,0.04,moderate_interior,306.1625599406617,0.8440345479250941
0.14368938104237275,1.8915920926895744e-11,1911.3296774893624,-493592.47572526516,59.11880925234667,-58.9751198713043,495503.8054027545,1.003872282847669,reject_most,gini_30,0.30268626809732213,0.04,adverse_stress,-374.93390145941885,0.29949864900745
