period,aid,cid,fin_period,status,coll_status,due_installments,paid_installments,pay_days
202405,ins202405010001,0000000001,202405,1,1,0,0,0
202405,ins202405020001,0000000002,202405,1,1,0,0,0
202405,ins202405030001,0000000003,202405,1,1,0,0,0
202405,ins202405040001,0000000004,202405,1,1,0,0,0
202405,ins202405050001,0000000005,202405,1,1,0,0,0
202405,ins202405060001,0000000006,202405,1,1,0,0,0
202405,ins202405070001,0000000007,202405,1,1,0,0,0
202405,ins202405080001,0000000008,202405,1,1,0,0,0
202405,ins202405090001,0000000009,202405,1,1,0,0,0
202405,ins202405100001,0000000010,202405,1,1,0,0,0
202405,ins202405110001,0000000011,202405,1,1,0,0,0
202405,ins202405120001,0000000012,202405,1,1,0,0,0
202405,ins202405130001,0000000013,202405,1,1,0,0,0
202405,ins202405140001,0000000014,202405,1,1,0,0,0
202405,ins202405150001,0000000015,202405,1,1,0,0,0
202405,ins202405160001,0000000016,202405,1,1,0,0,0
202405,ins202405170001,0000000017,202405,1,1,0,0,0
202405,ins202405180001,0000000018,202405,1,1,0,0,0
202405,ins202405190001,0000000019,202405,1,1,0,0,0
202405,ins202405200001,0000000020,202405,1,1,0,0,0
202405,ins202405210001,0000000021,202405,1,1,0,0,0
202405,ins202405220001,0000000022,202405,1,1,0,0,0
202405,ins202405230001,0000000023,202405,1,1,0,0,0
202405,ins202405240001,0000000024,202405,1,1,0,0,0
202405,ins202405250001,0000000025,202405,1,1,0,0,0
202405,ins202405260001,0000000026,202405,1,1,0,0,0
202405,ins202405270001,0000000027,202405,1,1,0,0,0
202405,ins202405280001,0000000028,202405,1,1,0,0,0
202405,ins202405290001,0000000029,202405,1,1,0,0,0
202405,ins202405300001,0000000030,202405,1,1,0,0,0
202405,ins202405310001,0000000031,202405,1,1,0,0,0
202406,ins202405110001,0000000011,202405,1,1,0,1,-1
202406,ins202405140001,0000000014,202405,1,1,0,1,-2
202406,ins202405200001,0000000020,202405,1,1,0,1,-1
202406,ins202405310001,0000000031,202405,1,1,0,1,0
202406,ins202405290001,0000000029,202405,1,1,0,1,-1
202406,ins202405210001,0000000021,202405,1,1,0,1,-1
202406,ins202405090001,0000000009,202405,1,1,0,1,-1
202406,ins202405230001,0000000023,202405,1,1,0,1,-5
202406,ins202405240001,0000000024,202405,1,1,0,1,-5
202406,ins202405070001,0000000007,202405,1,1,0,1,-11
202406,ins202405120001,0000000012,202405,1,1,0,1,-5
202406,ins202405190001,0000000019,202405,1,1,0,1,-5
202406,ins202405010001,0000000001,202405,1,1,0,1,-2
202406,ins202405180001,0000000018,202405,1,1,0,1,0
202406,ins202405280001,0000000028,202405,1,1,0,1,-3
202406,ins202405100001,0000000010,202405,1,1,0,1,-4
202406,ins202405080001,0000000008,202405,1,1,0,1,-2
202406,ins202405250001,0000000025,202405,1,1,0,1,-4
202406,ins202405060001,0000000006,202405,1,1,0,1,-3
202406,ins202405220001,0000000022,202405,1,1,0,1,-3
202406,ins202405130001,0000000013,202405,1,1,0,1,-1
202406,ins202405170001,0000000017,202405,1,1,0,1,-2
202406,ins202405150001,0000000015,202405,1,1,0,1,-2
202406,ins202405270001,0000000027,202405,1,1,0,1,0
202406,ins202405050001,0000000005,202405,1,2,1,0,0
202406,ins202405040001,0000000004,202405,1,2,1,0,0
202406,ins202405160001,0000000016,202405,1,2,1,0,0
202406,ins202405020001,0000000002,202405,1,2,1,0,0
202406,ins202405260001,0000000026,202405,1,2,1,0,0
202406,ins202405030001,0000000003,202405,1,2,1,0,0
202406,ins202405300001,0000000030,202405,1,2,1,0,0
202406,ins202406010001,0000000032,202406,1,1,0,0,0
202406,ins202406020001,0000000033,202406,1,1,0,0,0
202406,ins202406030001,0000000034,202406,1,1,0,0,0
202406,ins202406040001,0000000035,202406,1,1,0,0,0
202406,ins202406050001,0000000036,202406,1,1,0,0,0
202406,ins202406060001,0000000037,202406,1,1,0,0,0
202406,ins202406070001,0000000038,202406,1,1,0,0,0
202406,ins202406080001,0000000039,202406,1,1,0,0,0
202406,ins202406090001,0000000040,202406,1,1,0,0,0
202406,ins202406100001,0000000041,202406,1,1,0,0,0
202406,ins202406110001,0000000042,202406,1,1,0,0,0
202406,ins202406120001,0000000043,202406,1,1,0,0,0
202406,ins202406130001,0000000044,202406,1,1,0,0,0
202406,ins202406140001,0000000045,202406,1,1,0,0,0
202406,ins202406150001,0000000046,202406,1,1,0,0,0
202406,ins202406160001,0000000047,202406,1,1,0,0,0
202406,ins202406170001,0000000048,202406,1,1,0,0,0
202406,ins202406180001,0000000049,202406,1,1,0,0,0
202406,ins202406190001,0000000050,202406,1,1,0,0,0
202406,ins202406200001,0000000051,202406,1,1,0,0,0
202406,ins202406210001,0000000052,202406,1,1,0,0,0
202406,ins202406220001,0000000053,202406,1,1,0,0,0
202406,ins202406230001,0000000054,202406,1,1,0,0,0
202406,ins202406240001,0000000055,202406,1,1,0,0,0
202406,ins202406250001,0000000056,202406,1,1,0,0,0
202406,ins202406260001,0000000057,202406,1,1,0,0,0
202406,ins202406270001,0000000058,202406,1,1,0,0,0
202406,ins202406280001,0000000059,202406,1,1,0,0,0
202406,ins202406290001,0000000060,202406,1,1,0,0,0
202406,ins202406300001,0000000061,202406,1,1,0,0,0
202407,ins202406300001,0000000061,202406,1,1,0,1,-5
202407,ins202406110001,0000000042,202406,1,1,0,1,-4
202407,ins202406160001,0000000047,202406,1,1,0,1,0
202407,ins202405060001,0000000006,202405,1,1,0,2,-3
202407,ins202405190001,0000000019,202405,1,1,0,2,-4
202407,ins202406030001,0000000034,202406,1,1,0,1,-2
202407,ins202405010001,0000000001,202405,1,1,0,2,-1
202407,ins202406050001,0000000036,202406,1,1,0,1,-3
202407,ins202406070001,0000000038,202406,1,1,0,1,-4
202407,ins202406290001,0000000060,202406,1,1,0,1,-5
202407,ins202406240001,0000000055,202406,1,1,0,1,-6
202407,ins202405100001,0000000010,202405,1,1,0,2,-1
202407,ins202405170001,0000000017,202405,1,1,0,2,-1
202407,ins202405070001,0000000007,202405,1,1,0,2,0
202407,ins202405250001,0000000025,202405,1,1,0,2,0
202407,ins202406200001,0000000051,202406,1,1,0,1,-4
202407,ins202406150001,0000000046,202406,1,1,0,1,-3
202407,ins202405200001,0000000020,202405,1,1,0,2,-3
202407,ins202406190001,0000000050,202406,1,1,0,1,0
202407,ins202406120001,0000000043,202406,1,1,0,1,-8
202407,ins202405210001,0000000021,202405,1,1,0,2,-1
202407,ins202405110001,0000000011,202405,1,1,0,2,-6
202407,ins202406170001,0000000048,202406,1,1,0,1,0
202407,ins202406260001,0000000057,202406,1,1,0,1,0
202407,ins202406060001,0000000037,202406,1,1,0,1,-4
202407,ins202405280001,0000000028,202405,1,1,0,2,-1
202407,ins202406040001,0000000035,202406,1,1,0,1,-1
202407,ins202406020001,0000000033,202406,1,1,0,1,-5
202407,ins202406280001,0000000059,202406,1,1,0,1,-4
202407,ins202406090001,0000000040,202406,1,1,0,1,0
202407,ins202405140001,0000000014,202405,1,1,0,2,-1
202407,ins202405310001,0000000031,202405,1,1,0,2,-7
202407,ins202405230001,0000000023,202405,1,1,0,2,-4
202407,ins202405120001,0000000012,202405,1,1,0,2,-3
202407,ins202406100001,0000000041,202406,1,1,0,1,0
202407,ins202405240001,0000000024,202405,1,1,0,2,-10
202407,ins202406250001,0000000056,202406,1,1,0,1,-7
202407,ins202405080001,0000000008,202405,1,1,0,2,-3
202407,ins202406230001,0000000054,202406,1,1,0,1,-6
202407,ins202406220001,0000000053,202406,1,1,0,1,-4
202407,ins202405130001,0000000013,202405,1,1,0,2,-2
202407,ins202406080001,0000000039,202406,1,1,0,1,-4
202407,ins202406010001,0000000032,202406,1,1,0,1,-2
202407,ins202406270001,0000000058,202406,1,2,1,0,0
202407,ins202406210001,0000000052,202406,1,2,1,0,0
202407,ins202405090001,0000000009,202405,1,2,1,1,0
202407,ins202405270001,0000000027,202405,1,2,1,1,0
202407,ins202406130001,0000000044,202406,1,2,1,0,0
202407,ins202406140001,0000000045,202406,1,2,1,0,0
202407,ins202405220001,0000000022,202405,1,2,1,1,0
202407,ins202406180001,0000000049,202406,1,2,1,0,0
202407,ins202405290001,0000000029,202405,1,2,1,1,0
202407,ins202405150001,0000000015,202405,1,2,1,1,0
202407,ins202405180001,0000000018,202405,1,2,1,1,0
202407,ins202405160001,0000000016,202405,1,7,0,2,-1
202407,ins202405300001,0000000030,202405,1,2,1,1,-2
202407,ins202405040001,0000000004,202405,1,2,1,1,-1
202407,ins202405050001,0000000005,202405,1,2,1,1,-2
202407,ins202405020001,0000000002,202405,1,2,1,1,-4
202407,ins202405260001,0000000026,202405,1,2,2,0,0
202407,ins202405030001,0000000003,202405,1,2,2,0,0
202407,ins202407010001,0000000062,202407,1,1,0,0,0
202407,ins202407020001,0000000063,202407,1,1,0,0,0
202407,ins202407030001,0000000064,202407,1,1,0,0,0
202407,ins202407040001,0000000065,202407,1,1,0,0,0
202407,ins202407050001,0000000066,202407,1,1,0,0,0
202407,ins202407060001,0000000067,202407,1,1,0,0,0
202407,ins202407070001,0000000068,202407,1,1,0,0,0
202407,ins202407080001,0000000069,202407,1,1,0,0,0
202407,ins202407090001,0000000070,202407,1,1,0,0,0
202407,ins202407100001,0000000071,202407,1,1,0,0,0
202407,ins202407110001,0000000072,202407,1,1,0,0,0
202407,ins202407120001,0000000073,202407,1,1,0,0,0
202407,ins202407130001,0000000074,202407,1,1,0,0,0
202407,ins202407140001,0000000075,202407,1,1,0,0,0
202407,ins202407150001,0000000076,202407,1,1,0,0,0
202407,ins202407160001,0000000077,202407,1,1,0,0,0
202407,ins202407170001,0000000078,202407,1,1,0,0,0
202407,ins202407180001,0000000079,202407,1,1,0,0,0
202407,ins202407190001,0000000080,202407,1,1,0,0,0
202407,ins202407200001,0000000081,202407,1,1,0,0,0
202407,ins202407210001,0000000082,202407,1,1,0,0,0
202407,ins202407220001,0000000083,202407,1,1,0,0,0
202407,ins202407230001,0000000084,202407,1,1,0,0,0
202407,ins202407240001,0000000085,202407,1,1,0,0,0
202407,ins202407250001,0000000086,202407,1,1,0,0,0
202407,ins202407260001,0000000087,202407,1,1,0,0,0
202407,ins202407270001,0000000088,202407,1,1,0,0,0
202407,ins202407280001,0000000089,202407,1,1,0,0,0
202407,ins202407290001,0000000090,202407,1,1,0,0,0
202407,ins202407300001,0000000091,202407,1,1,0,0,0
202407,ins202407310001,0000000092,202407,1,1,0,0,0
202408,ins202406110001,0000000042,202406,1,1,0,2,-6
202408,ins202407260001,0000000087,202407,1,1,0,1,-1
202408,ins202406120001,0000000043,202406,1,1,0,2,-1
202408,ins202406300001,0000000061,202406,1,1,0,2,-1
202408,ins202405110001,0000000011,202405,1,1,0,3,0
202408,ins202406020001,0000000033,202406,1,1,0,2,-4
202408,ins202405240001,0000000024,202405,1,1,0,3,-1
202408,ins202407070001,0000000068,202407,1,1,0,1,-4
202408,ins202405230001,0000000023,202405,1,1,0,3,-2
202408,ins202406030001,0000000034,202406,1,1,0,2,-1
202408,ins202406200001,0000000051,202406,1,1,0,2,-1
202408,ins202406050001,0000000036,202406,1,1,0,2,0
202408,ins202406240001,0000000055,202406,1,1,0,2,-2
202408,ins202407020001,0000000063,202407,1,1,0,1,-4
202408,ins202407240001,0000000085,202407,1,1,0,1,0
202408,ins202406280001,0000000059,202406,1,1,0,2,0
202408,ins202405200001,0000000020,202405,1,1,0,3,-7
202408,ins202407280001,0000000089,202407,1,1,0,1,-2
202408,ins202407160001,0000000077,202407,1,1,0,1,-3
202408,ins202407060001,0000000067,202407,1,1,0,1,-1
202408,ins202407140001,0000000075,202407,1,1,0,1,0
202408,ins202405060001,0000000006,202405,1,1,0,3,-3
202408,ins202406230001,0000000054,202406,1,1,0,2,0
202408,ins202407030001,0000000064,202407,1,1,0,1,0
202408,ins202405120001,0000000012,202405,1,1,0,3,-9
202408,ins202405190001,0000000019,202405,1,1,0,3,-4
202408,ins202407130001,0000000074,202407,1,1,0,1,-3
202408,ins202407270001,0000000088,202407,1,1,0,1,0
202408,ins202407010001,0000000062,202407,1,1,0,1,-1
202408,ins202406250001,0000000056,202406,1,1,0,2,-1
202408,ins202406160001,0000000047,202406,1,1,0,2,-6
202408,ins202405140001,0000000014,202405,1,1,0,3,-8
202408,ins202405310001,0000000031,202405,1,1,0,3,-2
202408,ins202406290001,0000000060,202406,1,1,0,2,-3
202408,ins202406070001,0000000038,202406,1,1,0,2,-1
202408,ins202407200001,0000000081,202407,1,1,0,1,-4
202408,ins202407100001,0000000071,202407,1,1,0,1,-5
202408,ins202406090001,0000000040,202406,1,1,0,2,0
202408,ins202407230001,0000000084,202407,1,1,0,1,-2
202408,ins202405210001,0000000021,202405,1,1,0,3,-2
202408,ins202405100001,0000000010,202405,1,1,0,3,-3
202408,ins202407300001,0000000091,202407,1,1,0,1,-1
202408,ins202406060001,0000000037,202406,1,1,0,2,0
202408,ins202407220001,0000000083,202407,1,1,0,1,-2
202408,ins202407120001,0000000073,202407,1,1,0,1,-1
202408,ins202406170001,0000000048,202406,1,1,0,2,-7
202408,ins202407180001,0000000079,202407,1,1,0,1,0
202408,ins202407210001,0000000082,202407,1,1,0,1,-2
202408,ins202406100001,0000000041,202406,1,1,0,2,-2
202408,ins202407290001,0000000090,202407,1,1,0,1,-4
202408,ins202406150001,0000000046,202406,1,1,0,2,0
202408,ins202405280001,0000000028,202405,1,1,0,3,0
202408,ins202406220001,0000000053,202406,1,1,0,2,-7
202408,ins202407090001,0000000070,202407,1,1,0,1,-2
202408,ins202407250001,0000000086,202407,1,1,0,1,-3
202408,ins202407310001,0000000092,202407,1,1,0,1,-2
202408,ins202407050001,0000000066,202407,1,1,0,1,-2
202408,ins202406190001,0000000050,202406,1,1,0,2,-7
202408,ins202407110001,0000000072,202407,1,1,0,1,-1
202408,ins202406040001,0000000035,202406,1,1,0,2,-7
202408,ins202405070001,0000000007,202405,1,1,0,3,0
202408,ins202405250001,0000000025,202405,1,1,0,3,0
202408,ins202405160001,0000000016,202405,1,7,0,3,-5
202408,ins202406010001,0000000032,202406,1,2,1,1,0
202408,ins202405080001,0000000008,202405,1,2,1,2,0
202408,ins202405010001,0000000001,202405,1,2,1,2,0
202408,ins202406080001,0000000039,202406,1,2,1,1,0
202408,ins202406260001,0000000057,202406,1,2,1,1,0
202408,ins202407170001,0000000078,202407,1,2,1,0,0
202408,ins202407190001,0000000080,202407,1,2,1,0,0
202408,ins202407040001,0000000065,202407,1,2,1,0,0
202408,ins202405170001,0000000017,202405,1,2,1,2,0
202408,ins202407150001,0000000076,202407,1,2,1,0,0
202408,ins202405130001,0000000013,202405,1,2,1,2,0
202408,ins202407080001,0000000069,202407,1,2,1,0,0
202408,ins202406180001,0000000049,202406,1,7,0,2,-3
202408,ins202405270001,0000000027,202405,1,7,0,3,0
202408,ins202406130001,0000000044,202406,1,7,0,2,-2
202408,ins202406140001,0000000045,202406,1,2,1,1,-1
202408,ins202406210001,0000000052,202406,1,2,1,1,0
202408,ins202406270001,0000000058,202406,1,2,1,1,0
202408,ins202405220001,0000000022,202405,1,2,1,2,-3
202408,ins202405090001,0000000009,202405,1,2,1,2,0
202408,ins202405150001,0000000015,202405,1,2,1,2,-3
202408,ins202405040001,0000000004,202405,1,2,1,2,-1
202408,ins202405300001,0000000030,202405,1,2,1,2,-2
202408,ins202405180001,0000000018,202405,1,2,1,2,-4
202408,ins202405290001,0000000029,202405,1,2,2,1,0
202408,ins202405020001,0000000002,202405,1,2,2,1,0
202408,ins202405050001,0000000005,202405,1,2,2,1,0
202408,ins202405030001,0000000003,202405,1,2,3,0,0
202408,ins202405260001,0000000026,202405,1,2,3,0,0
202408,ins202408010001,0000000093,202408,1,1,0,0,0
202408,ins202408020001,0000000094,202408,1,1,0,0,0
202408,ins202408030001,0000000095,202408,1,1,0,0,0
202408,ins202408040001,0000000096,202408,1,1,0,0,0
202408,ins202408050001,0000000097,202408,1,1,0,0,0
202408,ins202408060001,0000000098,202408,1,1,0,0,0
202408,ins202408070001,0000000099,202408,1,1,0,0,0
202408,ins202408080001,0000000100,202408,1,1,0,0,0
202408,ins202408090001,0000000101,202408,1,1,0,0,0
202408,ins202408100001,0000000102,202408,1,1,0,0,0
202408,ins202408110001,0000000103,202408,1,1,0,0,0
202408,ins202408120001,0000000104,202408,1,1,0,0,0
202408,ins202408130001,0000000105,202408,1,1,0,0,0
202408,ins202408140001,0000000106,202408,1,1,0,0,0
202408,ins202408150001,0000000107,202408,1,1,0,0,0
202408,ins202408160001,0000000108,202408,1,1,0,0,0
202408,ins202408170001,0000000109,202408,1,1,0,0,0
202408,ins202408180001,0000000110,202408,1,1,0,0,0
202408,ins202408190001,0000000111,202408,1,1,0,0,0
202408,ins202408200001,0000000112,202408,1,1,0,0,0
202408,ins202408210001,0000000113,202408,1,1,0,0,0
202408,ins202408220001,0000000114,202408,1,1,0,0,0
202408,ins202408230001,0000000115,202408,1,1,0,0,0
202408,ins202408240001,0000000116,202408,1,1,0,0,0
202408,ins202408250001,0000000117,202408,1,1,0,0,0
202408,ins202408260001,0000000118,202408,1,1,0,0,0
202408,ins202408270001,0000000119,202408,1,1,0,0,0
202408,ins202408280001,0000000120,202408,1,1,0,0,0
202408,ins202408290001,0000000121,202408,1,1,0,0,0
202408,ins202408300001,0000000122,202408,1,1,0,0,0
202408,ins202408310001,0000000123,202408,1,1,0,0,0
202409,ins202406110001,0000000042,202406,1,1,0,3,0
202409,ins202407070001,0000000068,202407,1,1,0,2,-1
202409,ins202408240001,0000000116,202408,1,1,0,1,0
202409,ins202406240001,0000000055,202406,1,1,0,3,-8
202409,ins202408070001,0000000099,202408,1,1,0,1,0
202409,ins202405120001,0000000012,202405,1,1,0,4,0
202409,ins202406120001,0000000043,202406,1,1,0,3,-1
202409,ins202406300001,0000000061,202406,1,1,0,3,0
202409,ins202408220001,0000000114,202408,1,1,0,1,-5
202409,ins202408210001,0000000113,202408,1,1,0,1,-2
202409,ins202408310001,0000000123,202408,1,1,0,1,-4
202409,ins202407280001,0000000089,202407,1,1,0,2,-5
202409,ins202408090001,0000000101,202408,1,1,0,1,-2
202409,ins202408250001,0000000117,202408,1,1,0,1,-1
202409,ins202408270001,0000000119,202408,1,1,0,1,0
202409,ins202407210001,0000000082,202407,1,1,0,2,-6
202409,ins202406170001,0000000048,202406,1,1,0,3,0
202409,ins202405140001,0000000014,202405,1,1,0,4,-4
202409,ins202408120001,0000000104,202408,1,1,0,1,-8
202409,ins202407050001,0000000066,202407,1,1,0,2,-3
202409,ins202408160001,0000000108,202408,1,1,0,1,-5
202409,ins202405200001,0000000020,202405,1,1,0,4,-1
202409,ins202406150001,0000000046,202406,1,1,0,3,-1
202409,ins202405060001,0000000006,202405,1,1,0,4,-1
202409,ins202406090001,0000000040,202406,1,1,0,3,-3
202409,ins202408050001,0000000097,202408,1,1,0,1,0
202409,ins202408020001,0000000094,202408,1,1,0,1,0
202409,ins202408260001,0000000118,202408,1,1,0,1,-2
202409,ins202408010001,0000000093,202408,1,1,0,1,0
202409,ins202407240001,0000000085,202407,1,1,0,2,-2
202409,ins202405100001,0000000010,202405,1,1,0,4,-3
202409,ins202407010001,0000000062,202407,1,1,0,2,-3
202409,ins202408030001,0000000095,202408,1,1,0,1,-4
202409,ins202408110001,0000000103,202408,1,1,0,1,-3
202409,ins202406030001,0000000034,202406,1,1,0,3,-1
202409,ins202407160001,0000000077,202407,1,1,0,2,-3
202409,ins202408130001,0000000105,202408,1,1,0,1,-6
202409,ins202407230001,0000000084,202407,1,1,0,2,-5
202409,ins202406160001,0000000047,202406,1,1,0,3,-1
202409,ins202406020001,0000000033,202406,1,1,0,3,-2
202409,ins202408190001,0000000111,202408,1,1,0,1,-1
202409,ins202407140001,0000000075,202407,1,1,0,2,0
202409,ins202408300001,0000000122,202408,1,1,0,1,0
202409,ins202406220001,0000000053,202406,1,1,0,3,0
202409,ins202406100001,0000000041,202406,1,1,0,3,-3
202409,ins202405310001,0000000031,202405,1,1,0,4,-6
202409,ins202407110001,0000000072,202407,1,1,0,2,-8
202409,ins202406040001,0000000035,202406,1,1,0,3,0
202409,ins202408150001,0000000107,202408,1,1,0,1,-1
202409,ins202408180001,0000000110,202408,1,1,0,1,-3
202409,ins202407060001,0000000067,202407,1,1,0,2,-3
202409,ins202407090001,0000000070,202407,1,1,0,2,0
202409,ins202406200001,0000000051,202406,1,1,0,3,-3
202409,ins202407130001,0000000074,202407,1,1,0,2,-1
202409,ins202408060001,0000000098,202408,1,1,0,1,-1
202409,ins202406250001,0000000056,202406,1,1,0,3,-1
202409,ins202407200001,0000000081,202407,1,1,0,2,-3
202409,ins202407020001,0000000063,202407,1,1,0,2,-7
202409,ins202406290001,0000000060,202406,1,1,0,3,-1
202409,ins202406070001,0000000038,202406,1,1,0,3,-1
202409,ins202406190001,0000000050,202406,1,1,0,3,-3
202409,ins202407260001,0000000087,202407,1,1,0,2,0
202409,ins202407030001,0000000064,202407,1,1,0,2,-7
202409,ins202407290001,0000000090,202407,1,1,0,2,-4
202409,ins202408140001,0000000106,202408,1,1,0,1,-5
202409,ins202405280001,0000000028,202405,1,1,0,4,-3
202409,ins202405250001,0000000025,202405,1,1,0,4,0
202409,ins202405110001,0000000011,202405,1,1,0,4,-5
202409,ins202407220001,0000000083,202407,1,1,0,2,-3
202409,ins202405230001,0000000023,202405,1,1,0,4,0
202409,ins202408200001,0000000112,202408,1,1,0,1,-1
202409,ins202408280001,0000000120,202408,1,1,0,1,-2
202409,ins202407120001,0000000073,202407,1,1,0,2,0
202409,ins202406130001,0000000044,202406,1,7,0,3,-5
202409,ins202407250001,0000000086,202407,1,1,0,2,-1
202409,ins202407300001,0000000091,202407,1,1,0,2,-4
202409,ins202408040001,0000000096,202408,1,1,0,1,-3
202409,ins202408100001,0000000102,202408,1,2,1,0,0
202409,ins202407180001,0000000079,202407,1,1,0,2,-1
202409,ins202407100001,0000000071,202407,1,1,0,2,-3
202409,ins202407310001,0000000092,202407,1,1,0,2,0
202409,ins202408230001,0000000115,202408,1,2,1,0,0
202409,ins202408290001,0000000121,202408,1,2,1,0,0
202409,ins202405240001,0000000024,202405,1,2,1,3,0
202409,ins202407270001,0000000088,202407,1,2,1,1,0
202409,ins202408080001,0000000100,202408,1,2,1,0,0
202409,ins202406230001,0000000054,202406,1,2,1,2,0
202409,ins202405190001,0000000019,202405,1,2,1,3,0
202409,ins202405070001,0000000007,202405,1,2,1,3,0
202409,ins202405160001,0000000016,202405,1,2,1,3,0
202409,ins202406060001,0000000037,202406,1,2,1,2,0
202409,ins202405210001,0000000021,202405,1,2,1,3,0
202409,ins202406050001,0000000036,202406,1,2,1,2,0
202409,ins202406180001,0000000049,202406,1,2,1,2,0
202409,ins202408170001,0000000109,202408,1,2,1,0,0
202409,ins202406280001,0000000059,202406,1,2,1,2,0
202409,ins202405270001,0000000027,202405,1,2,1,3,0
202409,ins202407080001,0000000069,202407,1,7,0,2,-5
202409,ins202405180001,0000000018,202405,1,7,0,4,0
202409,ins202405010001,0000000001,202405,1,7,0,4,-1
202409,ins202407170001,0000000078,202407,1,7,0,2,-1
202409,ins202406270001,0000000058,202406,1,7,0,3,0
202409,ins202406010001,0000000032,202406,1,2,1,2,-2
202409,ins202405080001,0000000008,202405,1,2,1,3,-3
202409,ins202407150001,0000000076,202407,1,2,1,1,-3
202409,ins202405090001,0000000009,202405,1,2,1,3,-4
202409,ins202405040001,0000000004,202405,1,2,1,3,-8
202409,ins202405130001,0000000013,202405,1,2,1,3,-1
202409,ins202407040001,0000000065,202407,1,2,1,1,-5
202409,ins202405170001,0000000017,202405,1,2,1,3,-3
202409,ins202406080001,0000000039,202406,1,2,1,2,0
202409,ins202407190001,0000000080,202407,1,2,1,1,-4
202409,ins202406260001,0000000057,202406,1,2,1,2,-3
202409,ins202405150001,0000000015,202405,1,2,1,3,0
202409,ins202406140001,0000000045,202406,1,2,2,1,0
202409,ins202405220001,0000000022,202405,1,2,2,2,0
202409,ins202406210001,0000000052,202406,1,2,2,1,0
202409,ins202405300001,0000000030,202405,1,2,2,2,0
202409,ins202405290001,0000000029,202405,1,2,2,2,6
202409,ins202405050001,0000000005,202405,1,2,3,1,0
202409,ins202405020001,0000000002,202405,1,2,3,1,0
202409,ins202405260001,0000000026,202405,1,3,4,0,0
202409,ins202405030001,0000000003,202405,1,3,4,0,0
202409,ins202409010001,0000000124,202409,1,1,0,0,0
202409,ins202409020001,0000000125,202409,1,1,0,0,0
202409,ins202409030001,0000000126,202409,1,1,0,0,0
202409,ins202409040001,0000000127,202409,1,1,0,0,0
202409,ins202409050001,0000000128,202409,1,1,0,0,0
202409,ins202409060001,0000000129,202409,1,1,0,0,0
202409,ins202409070001,0000000130,202409,1,1,0,0,0
202409,ins202409080001,0000000131,202409,1,1,0,0,0
202409,ins202409090001,0000000132,202409,1,1,0,0,0
202409,ins202409100001,0000000133,202409,1,1,0,0,0
202409,ins202409110001,0000000134,202409,1,1,0,0,0
202409,ins202409120001,0000000135,202409,1,1,0,0,0
202409,ins202409130001,0000000136,202409,1,1,0,0,0
202409,ins202409140001,0000000137,202409,1,1,0,0,0
202409,ins202409150001,0000000138,202409,1,1,0,0,0
202409,ins202409160001,0000000139,202409,1,1,0,0,0
202409,ins202409170001,0000000140,202409,1,1,0,0,0
202409,ins202409180001,0000000141,202409,1,1,0,0,0
